,hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
11697,Modern Loft in Madrid Río - Style and Comfort - Manzanares,1274.0,8.0,1.0,,,"Arganzuela, Madrid","One-Bedroom Apartment
3 beds (1 full, 2 sofa beds)
Free cancellation"
11698,Habitación Atocha Mendez,460.0,7.5,29.0,,,"Arganzuela, Madrid","Double Room with Garden View
1 full bed
Only 1 room left at this price on our site"
11699,Apartamento acogedor y cómodo GUAD-C,1072.0,8.7,16.0,,,"Salamanca, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11700,JM11SI Piso 2 dormitorios WIFI Fibra,953.0,10.0,1.0,3.0,squares,"Chamberi, Madrid","Two-Bedroom Apartment
3 beds (2 fulls, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property"
11701,Apartamentos Torr en Madrid - Chamartín,834.0,7.5,445.0,3.0,squares,"Chamartín, Madrid","Penthouse Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
2 twin beds
Only 1 left at this price on our site"
11702,Suites Viena Plaza de España,1459.0,9.1,1375.0,3.0,stars,"Moncloa-Aravaca, Madrid","Large Double Room
Multiple bed types
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site"
11703,Beautiful studio in Tetuan for 2 pax - Bj A,1027.0,8.3,10.0,,,"Tetuan, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11704,BERNABEU/ C.UNIVERSITARIA APARTMENTS,1220.0,7.1,385.0,3.0,squares,"Tetuan, Madrid","Superior Studio
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11705,"Urban Elegance, New, Stylish, Convenient, and WOW",1064.0,10.0,33.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11706,Apartamentos Day Madrid SANTO DOMINGO Centro Gran Via Sol Malasaña,2174.0,6.8,86.0,3.0,squares,"Madrid City Center, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 105m²
5 beds (3 fulls, 2 sofa beds)
Free cancellation
Only 1 left at this price on our site"
11707,Bonito apartamento en B. Salamanca H34,1113.0,8.0,4.0,3.0,squares,"Salamanca, Madrid","Two-Bedroom Apartment
2 beds (1 twin, 1 full)
Free cancellation"
11708,Mante House - Malasaña Design,1678.0,9.0,777.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Only 2 left at this price on our site"
11709,1 bedrooms 1 bathroom furnished - Salamanca - cozy & equipped - MintyStay,1227.0,6.5,4.0,3.0,squares,"Salamanca, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 30m²
1 full bed
Free cancellation"
11710,Home & Private Terrace WIFI + AIRCON,995.0,7.4,33.0,,,"Latina, Madrid","Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen
3 beds (2 twins, 1 full)
Free cancellation"
11711,Apartamento Tosca Deco,841.0,7.3,32.0,3.0,squares,"Chamartín, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 70m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11712,Modern apartment-1Bedroom 1Bath-Prosperidad,1202.0,9.5,4.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 full bed
Free cancellation"
11713,Hostal A Nuestra Senora de La Paloma,1092.0,8.4,943.0,3.0,squares,"Madrid City Center, Madrid","Economy Double Room
1 full bed
Free cancellation"
11714,"Microloft en Lavapiés, 15 metros",627.0,6.7,23.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 15m²
1 full bed"
11715,"Cosy Studio in the Heart of Lavapiés, Madrid - Amparo",725.0,,,,,"Madrid City Center, Madrid","One-Bedroom Apartment
2 twin beds
Free cancellation"
11716,"Apartamentos Torr Zona Caja Mágica, Hospital 12 de Octubre - Con Garaje Gratis",1594.0,7.4,35.0,3.0,squares,"Usera, Madrid","Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²
7 beds (6 twins, 1 sofa bed)
Free cancellation"
11717,Acogedor Dúplex en Salamanca,1287.0,9.0,13.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment
2 beds (1 sofa bed, 1 queen)
Free cancellation
Only 1 left at this price on our site"
11718,Barceló Imagine,1567.0,9.2,3017.0,5.0,stars,"Chamartín, Madrid","Deluxe Double or Twin Room
Beds: 1 double or 2 twins
Only 5 rooms left at this price on our site"
11719,AP Leganitos -No Ascensor-,855.0,6.6,110.0,,,"Madrid City Center, Madrid","Large Double Room
1 full bed
Free cancellation
Only 6 rooms left at this price on our site"
11720,Generator Madrid,1475.0,8.2,11651.0,,,"Madrid City Center, Madrid","Deluxe Twin Room
Multiple bed types
Only 5 rooms left at this price on our site"
11721,Apartamentos Mayor Centro,1210.0,9.0,2778.0,3.0,squares,"Madrid City Center, Madrid","Exterior Twin Studio without Terrace
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
2 twin beds
Only 1 left at this price on our site"
11722,Lovely 2-bed flat in Tetuan by SharingCo.,1149.0,8.4,38.0,4.0,squares,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 70m²
3 beds (2 twins, 1 full)
Free cancellation"
11723,Charming Valverde Malasaña,881.0,8.1,22.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bathroom • 1 kitchen • 28m²
1 sofa bed"
11724,Minty Stay - Valverde,1334.0,6.9,31.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11725,Hostal Oliver,974.0,7.9,2662.0,3.0,squares,"Madrid City Center, Madrid","Double Room with Private Bathroom
1 full bed"
11726,GuestReady - One fantástic city retreat,3334.0,8.8,7.0,4.0,squares,"Tetuan, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 160m²
3 beds (1 twin, 1 full, 1 queen)
Free cancellation"
11727,Apartamentos Noviembre,604.0,7.2,42.0,3.0,squares,"San Blas, Madrid","One-Bedroom Deluxe Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 28m²
1 full bed
Free cancellation
Only 1 left at this price on our site"
11728,Social - Coliving & Coworking - Madrid,890.0,8.2,3067.0,,,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Only 1 room left at this price on our site"
11729,Apartamento en centro de Madrid - artist workshop,804.0,4.5,6.0,,,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 110m²
3 beds (2 fulls, 1 sofa bed)
Free cancellation"
11730,Marina Rooms,980.0,8.3,2335.0,3.0,squares,"Madrid City Center, Madrid","Interior Double Room
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
11731,Hostal Zamora,1025.0,8.7,1697.0,2.0,stars,"Madrid City Center, Madrid","Twin Room
2 twin beds
Only 1 room left at this price on our site"
11732,Hispano Gran Vía,896.0,8.3,1707.0,2.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Beds: 1 double or 2 twins"
11733,Exclusivo Dúplex en Salamanca,1407.0,9.1,15.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11734,Room Mate Macarena – Gran Vía,1495.0,8.9,6079.0,3.0,stars,"Madrid City Center, Madrid","Standard Double or Twin Room
2 twin beds
Only 2 rooms left at this price on our site"
11735,"Hotel Indigo Madrid - Gran Vía, an IHG Hotel",1773.0,8.6,1593.0,4.0,stars,"Madrid City Center, Madrid","Standard Room
1 queen bed
Only 6 rooms left at this price on our site"
11736,Santa Cruz,2527.0,8.6,125.0,4.0,squares,"Madrid City Center, Madrid","King Studio with Sofa Bed
Entire studio • 1 bathroom • 1 kitchen • 36m²
3 beds (1 full, 2 sofa beds)
Free cancellation
Only 1 left at this price on our site"
11737,Hostal Arenal Madrid,3633.0,8.3,1146.0,3.0,squares,"Madrid City Center, Madrid","Executive Triple Room
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation
Only 1 room left at this price on our site"
11738,URBANSEA Atocha 113,1123.0,8.2,3688.0,1.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Only 6 rooms left at this price on our site"
11739,Charming Gran Vía Attic,812.0,6.6,24.0,3.0,squares,"Madrid City Center, Madrid","Apartment - Split Level
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 12m²
1 full bed
Only 1 left at this price on our site"
11740,Apartment in the Centre,1356.0,8.5,1256.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 52m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11741,Dobo Homes - GC21,958.0,8.8,189.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 queen bed
Only 1 left at this price on our site"
11742,Preciosos apartamentos en el centro de Madrid,2600.0,7.5,308.0,3.0,squares,"Madrid City Center, Madrid","Apartment with Balcony
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²
4 beds (1 full, 2 bunk beds, 1 sofa bed)
Free cancellation
Only 2 left at this price on our site"
11743,Be Casa - Valdebebas,975.0,8.8,1380.0,3.0,squares,"Hortaleza, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed
Free cancellation"
11744,Loft de lujo a pasos del prado,1220.0,8.4,49.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)"
11745,Penthouse + Terrace in Estrecho - En 20,1130.0,7.5,11.0,,,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom
2 beds (1 full, 1 sofa bed)
Free cancellation"
11746,CH CRUZ MADRiD,3745.0,7.9,107.0,3.0,squares,"Madrid City Center, Madrid","Triple Room with Balcony
2 beds (1 twin, 1 full)
Free cancellation
Only 5 rooms left at this price on our site"
11747,Autentic Boutique Moncloa,924.0,7.8,231.0,,,"Chamberi, Madrid","Queen Room
1 full bed
Only 3 rooms left at this price on our site"
11748,Cozy Duplex in Malasaña - Ac10,1066.0,8.3,10.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11749,ICON Embassy,2301.0,8.7,1546.0,4.0,stars,"Salamanca, Madrid","Double or Twin Room (1-2 Adults)
Beds: 1 double or 2 twins
Breakfast included"
11750,Apartamento Principe de Vergara,1219.0,8.3,12.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11751,Gran Via I Santa Ana,955.0,7.2,42.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11752,Charming Puerta de Toledo III,1162.0,7.7,38.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 53m²
2 beds (1 full, 1 sofa bed)"
11753,Madrid Live Coworking - SELF SERVICE -,636.0,7.6,407.0,3.0,squares,"Latina, Madrid","Double Room
1 full bed"
11754,Beautiful studio in Prosperidad SAL,829.0,6.8,4.0,,,"Chamartín, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
11755,"Bright duplex- 1Bd 1,5 Bth - Sol",1662.0,9.4,25.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 60m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11756,"S4 Apartamento nuevo, Madrid",939.0,9.3,33.0,,,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11757,Hostal La Zona,1193.0,8.8,1021.0,3.0,squares,"Madrid City Center, Madrid","Large Double Room
1 queen bed
Only 3 rooms left at this price on our site"
11758,CH Barco,931.0,8.4,288.0,1.0,stars,"Madrid City Center, Madrid","Interior Double Room
1 full bed
Free cancellation
Only 4 rooms left at this price on our site"
11759,Charming Ribera del Manzanares Madrid,1008.0,7.9,44.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11760,Estudio con vistas AlcaláRetiro,1325.0,8.2,12.0,3.0,squares,"Salamanca, Madrid","Queen Studio
Entire studio • 1 bathroom • 1 kitchen • 30m²
2 twin beds
Free cancellation"
11761,Apartamento amarillo en Atocha,942.0,7.7,13.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation
Only 1 left at this price on our site"
11762,Calatrava - Darya Living,1244.0,8.8,210.0,4.0,squares,"Madrid City Center, Madrid","Deluxe Studio
Entire studio • 1 bathroom • 1 kitchen • 47m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11763,Hostal 4C Cuatro Caminos,1080.0,8.3,2075.0,3.0,stars,"Tetuan, Madrid","Double Room
1 full bed
Free cancellation"
11764,Novotel Madrid City Las Ventas,1497.0,8.6,3178.0,4.0,stars,"Ciudad Lineal, Madrid","Superior Twin Room
2 twin beds
Only 7 rooms left at this price on our site"
11765,1 bedroom 1 bathroom furnished - Salamanca - Modern WTerrace - MintyStay,1765.0,9.4,96.0,,,"Salamanca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 80m²
2 beds (1 sofa bed, 1 queen)
Free cancellation"
11766,Apartamento cercano a Madrid Rio céntrico Nuevo,947.0,8.3,84.0,3.0,squares,"Latina, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 45m²
1 full bed
Free cancellation"
11767,Plaza España III calle Leganitos 2BR 2BH,2094.0,8.6,24.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 63m²
2 full beds
Free cancellation"
11768,SVF76 - Loft MALASAÑA,1043.0,8.6,86.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed"
11769,limehome Madrid La Bolsa,1308.0,8.9,1053.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire chalet • 1 bedroom • 1 bathroom • 33m²
1 full bed
Only 1 left at this price on our site"
11770,Singular apartamento en Delicias by beBalmy,1107.0,7.6,47.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 55m²
2 full beds
Free cancellation"
11771,Líbere Madrid Palacio Real,1204.0,7.8,1076.0,3.0,stars,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 28m²
1 full bed"
11772,Bravo en Madrid,1113.0,7.9,548.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment X
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11773,Apartamento St Barbara-Madrid,1167.0,7.4,54.0,3.0,squares,"Madrid City Center, Madrid","Apartment - Ground Floor
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
11774,Letoh Letoh Gran Vía,1402.0,8.8,8593.0,,,"Madrid City Center, Madrid","Standard Double Room
1 full bed"
11775,Amplio apto a 300m de Retiro,1257.0,7.7,15.0,,,"Retiro, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
11776,Axor Feria,1052.0,8.4,7389.0,4.0,stars,"San Blas, Madrid","Double Room with free airport shuttle
Beds: 1 double or 2 twins"
11777,Ibis Budget Madrid Vallecas,578.0,7.7,3448.0,1.0,stars,"Villa de Vallecas, Madrid","Standard Twin Room
2 twin beds"
11778,Bright and cozy- 1D 1B- Plaza Castilla,871.0,7.0,5.0,,,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 70m²
Free cancellation"
11779,Urban Inn Madrid,393.0,7.3,138.0,,,"Madrid City Center, Madrid","Habitación compartida cápsula doble
1 full bed"
11780,Aspasios Atocha Apartments,1550.0,8.8,1022.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
11781,Centric- 1Bd 1Bth furnished - Chueca,1391.0,7.6,10.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bathroom • 1 kitchen • 65m²
Free cancellation"
11782,min hostel capsules,292.0,6.7,749.0,,,"Ciudad Lineal, Madrid","Double Room
1 full bed
Free cancellation
Only 5 rooms left at this price on our site"
11783,JQC Rooms,1023.0,7.4,3229.0,3.0,squares,"Madrid City Center, Madrid","Twin Room with Private Bathroom
2 twin beds
Only 3 rooms left at this price on our site"
11784,Modern Downtown studio walking to Atocha,855.0,10.0,2.0,3.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
3 twin beds
Free cancellation"
11785,Canopy by Hilton Madrid Castellana,1857.0,8.7,2720.0,4.0,stars,"Tetuan, Madrid","Queen Room - Mobility Access
1 queen bed"
11786,Dobo Homes - EG13,929.0,8.7,223.0,3.0,squares,"Puente de Vallecas, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 31m²
1 full bed
Free cancellation
Only 4 left at this price on our site"
11787,BYPILLOW The Citadel,1275.0,8.5,1480.0,1.0,stars,"Madrid City Center, Madrid","Double
1 full bed
Only 3 rooms left at this price on our site"
11788,Dobo Homes - PF3,932.0,8.8,6.0,3.0,squares,"Arganzuela, Madrid","Double or Twin Room
1 queen bed
Free cancellation
Only 2 rooms left at this price on our site"
11789,Exyca Malasaña,982.0,7.9,10.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
11790,Residencia Universitaria Erasmo,596.0,8.4,710.0,,,"Fuencarral-El Pardo, Madrid","Comfort Studio
Entire studio • 1 bathroom • 30m²
3 beds (2 twins, 1 sofa bed)
Breakfast included
Only 1 left at this price on our site"
11791,Charming Vibrant Madrid,1180.0,8.6,43.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 23m²
2 beds (1 full, 1 sofa bed)"
